TSEAMCET-2017: LAST RANK STATEMENT (FIRST PHASE),,,,,,,,,,,,,,,,,,,,,,,,,,
inst_code,inst_name,place,Dist Name ,co_educ,college_type,year_of_estab,branch_code,branch_name,OC_            BOYS,OC_           GIRLS,BC_A_           BOYS,BC_A_        GIRLS,BC_B_        BOYS,BC_B_      GIRLS,BC_C_         BOYS,BC_C_          GIRLS,BC_D_           BOYS,BC_D_          GIRLS,BC_E_          BOYS,BC_E_             GIRLS,SC_                        BOYS,SC_                       GIRLS,ST_                 BOYS,ST_                    GIRLS,TUITION_FEE_2017,Affiliated_to
BOMA,BOMMA INST OF TECHNOLOGY AND SCI,KHAMMAM,KHM,COED,PVT,2006,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,96139,96139,96139,96139,96139,96139,100628,100628,96139,96139,96139,96139,74657,96139,97664,97664,50400,JNTUH
BOMA,BOMMA INST OF TECHNOLOGY AND SCI,KHAMMAM,KHM,COED,PVT,2006,MEC,MECHANICAL ENGINEERING,70996,96454,73444,96454,91304,96454,70996,96454,70996,96454,70996,96454,70996,96454,97881,98297,50400,JNTUH
BOSE,ANU BOSE INSTT OF TECHNOLOGY,PALONCHA,KGM,COED,PVT,2008,CIV,CIVIL ENGINEERING,97729,97729,97729,97729,97729,97729,97729,97729,97729,97729,97729,97729,97729,97769,97729,97729,50000,JNTUH
BOSE,ANU BOSE INSTT OF TECHNOLOGY,PALONCHA,KGM,COED,PVT,2008,CSE,COMPUTER SCIENCE  AND  ENGINEERING,86690,86690,95259,102596,92746,92746,86690,86690,86690,88244,99076,99076,94777,94777,98460,98460,50000,JNTUH
BOSE,ANU BOSE INSTT OF TECHNOLOGY,PALONCHA,KGM,COED,PVT,2008,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,95891,98296,96055,98296,95891,98296,95891,98296,95891,98296,95891,98296,98351,98351,95891,98296,50000,JNTUH
BOSE,ANU BOSE INSTT OF TECHNOLOGY,PALONCHA,KGM,COED,PVT,2008,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,99264,99264,99264,99264,99264,99264,99264,99264,100404,100404,99264,99264,103558,103558,99264,103327,50000,JNTUH
BOSE,ANU BOSE INSTT OF TECHNOLOGY,PALONCHA,KGM,COED,PVT,2008,MEC,MECHANICAL ENGINEERING,85830,85830,85830,85830,96473,96473,85830,85830,85830,101451,85830,85830,99279,99279,85830,97535,50000,JNTUH
BREW,BHOJREDDY ENGINEERING COLLEGE FOR WOMEN,SAIDABAD,HYD,GIRLS,PVT,1997,CSE,COMPUTER SCIENCE  AND  ENGINEERING,NA,8646,NA,19582,NA,13626,NA,8646,NA,17006,NA,31227,NA,47248,NA,49121,50000,JNTUH
BREW,BHOJREDDY ENGINEERING COLLEGE FOR WOMEN,SAIDABAD,HYD,GIRLS,PVT,1997,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,NA,11317,NA,39289,NA,18806,NA,26844,NA,20903,NA,41726,NA,60803,NA,64572,50000,JNTUH
BREW,BHOJREDDY ENGINEERING COLLEGE FOR WOMEN,SAIDABAD,HYD,GIRLS,PVT,1997,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,NA,14050,NA,40523,NA,20539,NA,49414,NA,21801,NA,44211,NA,67434,NA,39539,50000,JNTUH
BREW,BHOJREDDY ENGINEERING COLLEGE FOR WOMEN,SAIDABAD,HYD,GIRLS,PVT,1997,INF,INFORMATION TECHNOLOGY,NA,13294,NA,52318,NA,22554,NA,13294,NA,23971,NA,53730,NA,85982,NA,82696,50000,JNTUH
BRIG,BRILLIANT GRAMMER SCHOOL EDNL SOC GRP OF INSTNS,HAYATHNAGAR,RR,COED,PVT,2009,CSE,COMPUTER SCIENCE  AND  ENGINEERING,67026,67026,102638,102638,95576,100041,79561,79561,79631,80374,67026,101653,91955,91955,67026,97666,65000,JNTUH
BRIG,BRILLIANT GRAMMER SCHOOL EDNL SOC GRP OF INSTNS,HAYATHNAGAR,RR,COED,PVT,2009,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,100916,101767,102705,102705,100916,101767,100916,101767,100916,101767,100916,101767,100916,101767,100916,101767,65000,JNTUH
BRIG,BRILLIANT GRAMMER SCHOOL EDNL SOC GRP OF INSTNS,HAYATHNAGAR,RR,COED,PVT,2009,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,59209,81195,77323,81195,77057,81195,59209,81195,59209,81195,59209,81195,69164,88327,59209,81195,65000,JNTUH
BRIG,BRILLIANT GRAMMER SCHOOL EDNL SOC GRP OF INSTNS,HAYATHNAGAR,RR,COED,PVT,2009,MEC,MECHANICAL ENGINEERING,88657,100080,88657,100080,93404,100080,88657,100080,88657,100080,88657,100080,88657,100080,95138,100080,65000,JNTUH
BRIL,BRILLIANT INSTT OF ENGG AND TECHNOLOGY,HAYATHNAGAR,RR,COED,PVT,2008,CIV,CIVIL ENGINEERING,98936,102796,100852,102796,98936,102796,98936,102796,98936,102796,98936,102796,99512,102796,98936,102796,60000,JNTUH
BRIL,BRILLIANT INSTT OF ENGG AND TECHNOLOGY,HAYATHNAGAR,RR,COED,PVT,2008,CSE,COMPUTER SCIENCE  AND  ENGINEERING,60362,60362,100829,100829,103270,103270,69582,69582,69232,71892,88505,98984,100461,100461,90606,90606,60000,JNTUH
BRIL,BRILLIANT INSTT OF ENGG AND TECHNOLOGY,HAYATHNAGAR,RR,COED,PVT,2008,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,96088,101815,96088,101815,96088,102993,96088,101815,96088,101815,96445,101815,96088,101815,96088,101815,60000,JNTUH
BRIL,BRILLIANT INSTT OF ENGG AND TECHNOLOGY,HAYATHNAGAR,RR,COED,PVT,2008,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,95902,95902,95902,95902,100214,100214,95902,95902,95902,95902,95902,95902,95902,95902,95902,95902,60000,JNTUH
BRIL,BRILLIANT INSTT OF ENGG AND TECHNOLOGY,HAYATHNAGAR,RR,COED,PVT,2008,MEC,MECHANICAL ENGINEERING,99919,99919,102445,102445,102149,102149,99919,99919,102088,102088,100490,100490,99919,99919,99919,99919,60000,JNTUH
BSGP,BANDARI SRINIVAS INSTITUTE OF TECHNOLOGY,CHEVELLA,RR,COED,PVT,2003,CIV,CIVIL ENGINEERING,89513,89647,89513,89647,89513,89647,89513,89647,89513,99542,89513,89647,89513,89647,89513,89647,36000,JNTUH
BSGP,BANDARI SRINIVAS INSTITUTE OF TECHNOLOGY,CHEVELLA,RR,COED,PVT,2003,CSE,COMPUTER SCIENCE  AND  ENGINEERING,74731,75076,102597,102597,90905,90905,85213,85213,78313,78313,74731,75076,74731,92955,74731,75076,36000,JNTUH
BSGP,BANDARI SRINIVAS INSTITUTE OF TECHNOLOGY,CHEVELLA,RR,COED,PVT,2003,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,96850,96850,96850,96850,96850,96850,96850,96850,101359,101359,96850,96850,96850,96850,96850,96850,36000,JNTUH
BSGP,BANDARI SRINIVAS INSTITUTE OF TECHNOLOGY,CHEVELLA,RR,COED,PVT,2003,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,102154,102154,102154,102154,102154,102154,102154,102154,102154,102154,102154,102154,102154,102154,102154,102154,36000,JNTUH
BSKR,BHASKAR ENGINEERING COLLEGE,YENKAPALLY,RR,COED,PVT,2007,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,68364,68364,89463,89594,81339,81339,68364,68364,68957,73745,97140,97140,68364,97658,68364,70475,44000,JNTUH
BSKR,BHASKAR ENGINEERING COLLEGE,YENKAPALLY,RR,COED,PVT,2007,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,73341,79878,93669,93669,73341,79878,73341,79878,73341,79878,73341,79878,94092,94092,73341,79878,44000,JNTUH
BSKR,BHASKAR ENGINEERING COLLEGE,YENKAPALLY,RR,COED,PVT,2007,MEC,MECHANICAL ENGINEERING,93382,93382,93382,93382,97500,97500,93382,93382,96275,96275,93382,99949,93382,93382,103324,103324,44000,JNTUH
BVRI,B V RAJU INSTITUTE OF TECHNOLOGY,NARSAPUR,MED,COED,PVT,1997,CHE,CHEMICAL ENGINEERING,21447,21447,42916,67657,37270,44182,21447,21447,29935,38022,62666,70116,83059,100977,26029,58836,95000,JNTUH
BVRI,B V RAJU INSTITUTE OF TECHNOLOGY,NARSAPUR,MED,COED,PVT,1997,CIV,CIVIL ENGINEERING,13174,15408,37706,56627,21199,23576,32736,32736,21889,23970,44560,74141,48817,59701,35732,66659,95000,JNTUH
BVRI,B V RAJU INSTITUTE OF TECHNOLOGY,NARSAPUR,MED,COED,PVT,1997,CSE,COMPUTER SCIENCE  AND  ENGINEERING,7214,7214,29939,30263,12235,13252,31921,31921,12970,14028,33354,33354,49244,49581,42623,52201,95000,JNTUH
BVRI,B V RAJU INSTITUTE OF TECHNOLOGY,NARSAPUR,MED,COED,PVT,1997,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,7803,8392,34047,36062,14035,14666,27925,27925,13525,15708,39827,45255,53979,61346,41521,60438,95000,JNTUH
BVRI,B V RAJU INSTITUTE OF TECHNOLOGY,NARSAPUR,MED,COED,PVT,1997,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,10572,11259,34240,41063,17749,17749,10572,54580,18421,23817,44266,44509,55147,67566,34822,36367,95000,JNTUH
BVRI,B V RAJU INSTITUTE OF TECHNOLOGY,NARSAPUR,MED,COED,PVT,1997,INF,INFORMATION TECHNOLOGY,9626,9664,41515,44025,15880,16650,36658,36658,19248,19248,45357,45357,63186,73124,53051,67721,95000,JNTUH
BVRI,B V RAJU INSTITUTE OF TECHNOLOGY,NARSAPUR,MED,COED,PVT,1997,MEC,MECHANICAL ENGINEERING,10867,19234,36117,65876,17830,31719,10867,36501,18011,27519,43815,61156,51895,74221,38716,74330,95000,JNTUH
BVRW,BVRIT COLLEGE OF ENGINEERING FOR WOMEN,BACHUPALLY,MDL,GIRLS,PVT,2012,CSE,COMPUTER SCIENCE  AND  ENGINEERING,NA,7684,NA,27440,NA,14584,NA,7684,NA,14819,NA,41821,NA,54306,NA,58688,65000,JNTUH
BVRW,BVRIT COLLEGE OF ENGINEERING FOR WOMEN,BACHUPALLY,MDL,GIRLS,PVT,2012,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,NA,9504,NA,37403,NA,18857,NA,31608,NA,17464,NA,51016,NA,57793,NA,73102,65000,JNTUH
BVRW,BVRIT COLLEGE OF ENGINEERING FOR WOMEN,BACHUPALLY,MDL,GIRLS,PVT,2012,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,NA,12432,NA,40479,NA,21180,NA,46566,NA,21554,NA,93877,NA,59327,NA,44263,65000,JNTUH
BVRW,BVRIT COLLEGE OF ENGINEERING FOR WOMEN,BACHUPALLY,MDL,GIRLS,PVT,2012,INF,INFORMATION TECHNOLOGY,NA,10149,NA,40941,NA,18441,NA,10149,NA,19934,NA,45406,NA,72252,NA,84465,65000,JNTUH
CASR,COLLEGE OF AGRICULTURAL ENGG,SANGAREDDY,SRD,COED,UNIV,2011,AGR,AGRICULTURAL ENGINEERING,19457,20957,46943,46943,21706,24958,19457,20957,21192,21192,44978,67849,46562,49931,30305,30305,10000,ANGRAU
CBIT,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,COED,PVT,1979,BIO,BIO-TECHNOLOGY,15578,15578,15578,81609,21276,21276,38494,38494,24972,24972,52916,52916,62582,81912,15578,93131,113500,OU
CBIT,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,COED,PVT,1979,CHE,CHEMICAL ENGINEERING,7669,7669,31731,31731,13730,17685,7669,7669,16864,16864,20770,20770,38766,38766,30003,60806,113500,OU
CBIT,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,COED,PVT,1979,CIV,CIVIL ENGINEERING,3326,4316,11526,20195,4406,5830,14338,14338,4702,8356,5820,21827,16051,18185,9825,9825,113500,OU
CBIT,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,COED,PVT,1979,CSE,COMPUTER SCIENCE  AND  ENGINEERING,919,1070,3655,3942,1319,1544,919,5624,1487,1901,3547,3547,8519,13016,5909,11859,113500,OU
CBIT,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,COED,PVT,1979,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,1260,1502,4003,7390,2078,2409,2400,2400,2333,3361,3783,8297,11718,12499,10640,14612,113500,OU
CBIT,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,COED,PVT,1979,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,1878,2454,5593,10666,3406,5030,4273,4273,3504,3803,3267,9274,12926,14768,9337,11963,113500,OU
CBIT,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,COED,PVT,1979,INF,INFORMATION TECHNOLOGY,2326,2459,9812,9908,4211,4593,2326,11351,3974,3974,5837,8803,17977,19836,14975,33216,113500,OU
CBIT,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,COED,PVT,1979,IPE,INDUSTRIAL PRODUCTION ENGINEERING,11285,13675,38404,38404,15974,25417,19834,19834,17541,17541,30881,79014,57547,86497,48324,82333,113500,OU
CBIT,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,COED,PVT,1979,MEC,MECHANICAL ENGINEERING,2154,4161,6849,22423,3433,6527,8792,8792,3231,7815,3374,46057,11293,19781,9555,15818,113500,OU
CDTK,COLLEGE OF DAIRY TECHNOLOGY,KAMAREDDY,KMR,COED,UNIV,2007,DRG,DAIRYING,27560,29986,56882,56882,42731,46033,27560,29986,41305,54522,69855,69855,48811,68028,33306,33306,10000,VETUNI
CFSB,COLLEGE OF FOOD SCIENCE AND TECHNOLOGY,BAPATLA,GTR,COED,UNIV,2003,FDS,FOOD SCIENCE,39242,39242,39242,44075,59317,59317,39242,39242,39242,48156,39242,39242,62371,62371,82289,82289,10000,ANGRAU
CFSP,COLLEGE OF FOOD SCIENCE AND TECHNOLOGY,PULIVENDULA,KDP,COED,UNIV,2008,FDS,FOOD SCIENCE,30656,32523,67580,67580,77633,77633,30656,32523,59585,59585,30656,32523,30656,32523,30656,32523,10000,ANGRAU
CFSR,COLLEGE OF FOOD SCIENCE AND TECHNOLOGY,,NZB,COED,UNIV,2015,FDS,FOOD SCIENCE,27731,28800,88156,88156,48582,48582,39756,39756,27731,29874,71340,71340,73521,75742,74879,97813,10000,PJSTAU
CHET,SRI CHAITANYA COLLEGE OF ENGG AND TECH,IBRAHIMPATAN,RR,COED,PVT,2009,CIV,CIVIL ENGINEERING,83634,101016,102748,102748,83992,101016,83634,101016,83634,101016,83634,102881,91491,101016,91821,101016,50000,JNTUH
CHET,SRI CHAITANYA COLLEGE OF ENGG AND TECH,IBRAHIMPATAN,RR,COED,PVT,2009,CSE,COMPUTER SCIENCE  AND  ENGINEERING,66008,66008,102738,102738,91950,91950,66008,78143,75873,77190,96552,96552,99844,99844,96698,99577,50000,JNTUH
CHET,SRI CHAITANYA COLLEGE OF ENGG AND TECH,IBRAHIMPATAN,RR,COED,PVT,2009,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,61011,61011,61011,61011,96953,96953,61011,61011,81099,81099,61011,61011,98300,98323,61011,102865,50000,JNTUH
CHET,SRI CHAITANYA COLLEGE OF ENGG AND TECH,IBRAHIMPATAN,RR,COED,PVT,2009,MEC,MECHANICAL ENGINEERING,102415,102415,102415,102415,102415,102415,102415,102415,102415,102415,102415,102415,102415,102415,102554,102554,50000,JNTUH
CHTN,SREE CHAITANYA COLLEGE OF ENGINEERING,KARIMNAGAR,KRM,COED,PVT,2004,CIV,CIVIL ENGINEERING,102675,102675,102675,102675,102675,102675,102675,102675,102731,102731,102675,102675,103301,103301,102675,102675,48000,JNTUH
CHTN,SREE CHAITANYA COLLEGE OF ENGINEERING,KARIMNAGAR,KRM,COED,PVT,2004,CSE,COMPUTER SCIENCE  AND  ENGINEERING,66457,66457,96457,96457,71613,73368,84333,84333,86608,86608,102531,102531,103471,103471,66457,66457,48000,JNTUH
CHTN,SREE CHAITANYA COLLEGE OF ENGINEERING,KARIMNAGAR,KRM,COED,PVT,2004,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,101008,101008,101008,101008,101008,101008,101008,101008,101008,101008,101008,101008,101008,101008,101008,101008,48000,JNTUH
CHTN,SREE CHAITANYA COLLEGE OF ENGINEERING,KARIMNAGAR,KRM,COED,PVT,2004,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,85400,93459,85400,93459,85400,93459,85400,93459,85400,93459,85400,93459,85400,93459,86601,93459,48000,JNTUH
CHTN,SREE CHAITANYA COLLEGE OF ENGINEERING,KARIMNAGAR,KRM,COED,PVT,2004,MEC,MECHANICAL ENGINEERING,62580,62580,62580,62580,102272,102272,62580,80134,98638,98638,62580,62580,90497,90497,62580,62580,48000,JNTUH
CHTS,SREE CHAITANYA INST OF TECHNOLOGY SCIENCES,KARIMNAGAR,KRM,COED,PVT,2008,CIV,CIVIL ENGINEERING,80131,80131,80131,80131,80131,80131,80131,80131,94994,94994,89566,89566,90186,90186,80537,86462,45000,JNTUH
CHTS,SREE CHAITANYA INST OF TECHNOLOGY SCIENCES,KARIMNAGAR,KRM,COED,PVT,2008,CSE,COMPUTER SCIENCE  AND  ENGINEERING,89907,89907,102992,102992,89907,89907,91854,91854,94051,94051,102925,102925,98278,98278,89907,89907,45000,JNTUH
CHTS,SREE CHAITANYA INST OF TECHNOLOGY SCIENCES,KARIMNAGAR,KRM,COED,PVT,2008,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,101848,101848,101848,101848,101848,101848,101848,101848,101848,101848,101848,101848,101848,101848,101848,101848,45000,JNTUH
CHTS,SREE CHAITANYA INST OF TECHNOLOGY SCIENCES,KARIMNAGAR,KRM,COED,PVT,2008,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,70985,74730,70985,74730,70985,96025,70985,74730,97023,99249,70985,74730,88912,88912,70985,74730,45000,JNTUH
CITS,CHAITANYA INST OF TECH AND SCIENCE,HANAMKONDA,WGU,COED,PVT,2010,CIV,CIVIL ENGINEERING,101062,101062,101062,101948,101433,101433,101062,101062,101062,101062,101062,101062,101062,101062,102490,102490,35000,KU
CITS,CHAITANYA INST OF TECH AND SCIENCE,HANAMKONDA,WGU,COED,PVT,2010,CSE,COMPUTER SCIENCE  AND  ENGINEERING,74951,75132,83226,83226,80569,81651,74951,75132,74951,75132,74951,75132,74951,75132,74951,75132,35000,KU
CITS,CHAITANYA INST OF TECH AND SCIENCE,HANAMKONDA,WGU,COED,PVT,2010,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,99317,99494,99317,99494,99317,99494,99317,99494,99317,99494,99317,99494,99317,99494,99317,99494,35000,KU
CITS,CHAITANYA INST OF TECH AND SCIENCE,HANAMKONDA,WGU,COED,PVT,2010,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,86112,86112,86112,86112,91882,91882,86112,86112,86112,86112,86112,86112,89431,89431,86112,86112,35000,KU
CITS,CHAITANYA INST OF TECH AND SCIENCE,HANAMKONDA,WGU,COED,PVT,2010,MEC,MECHANICAL ENGINEERING,101528,101528,101528,101528,101528,101528,101528,101528,101528,101528,101528,101528,101528,101528,101528,101528,35000,KU
CMRG,CMR TECHNICAL CAMPUS,KANDLAKOYA,MDL,COED,PVT,2009,CIV,CIVIL ENGINEERING,29449,33300,63248,72053,48419,48480,61680,61680,35110,62757,72291,72291,78362,102411,54431,54431,58000,JNTUH
CMRG,CMR TECHNICAL CAMPUS,KANDLAKOYA,MDL,COED,PVT,2009,CSE,COMPUTER SCIENCE  AND  ENGINEERING,21207,21207,64873,64873,32274,37060,69373,78461,30915,32842,61562,95029,90614,93114,80378,89077,58000,JNTUH
CMRG,CMR TECHNICAL CAMPUS,KANDLAKOYA,MDL,COED,PVT,2009,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,23423,23814,73037,77559,37612,38999,62707,62707,36007,36454,85353,85353,91816,94987,68870,78872,58000,JNTUH
CMRG,CMR TECHNICAL CAMPUS,KANDLAKOYA,MDL,COED,PVT,2009,MEC,MECHANICAL ENGINEERING,31412,59630,98917,98917,50019,94218,31412,92846,45238,87857,74963,77493,94806,98433,68022,78754,58000,JNTUH
CMRK,C M R COLLEGE OF ENGG AND TECHNOLOGY,KANDLAKOYA,MDL,COED,PVT,2002,CIV,CIVIL ENGINEERING,18318,21306,43237,84375,26123,33560,72880,72880,26418,27897,42323,58181,54694,64992,39855,52202,75000,JNTUH
CMRK,C M R COLLEGE OF ENGG AND TECHNOLOGY,KANDLAKOYA,MDL,COED,PVT,2002,CSE,COMPUTER SCIENCE  AND  ENGINEERING,9906,9906,35388,41981,17963,17963,23664,41623,15896,17053,39541,39541,63223,63223,46293,82704,75000,JNTUH
CMRK,C M R COLLEGE OF ENGG AND TECHNOLOGY,KANDLAKOYA,MDL,COED,PVT,2002,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,11690,12032,43810,43810,19699,19699,34024,34024,20200,20344,52031,74624,65647,65647,50189,65181,75000,JNTUH
CMRK,C M R COLLEGE OF ENGG AND TECHNOLOGY,KANDLAKOYA,MDL,COED,PVT,2002,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,15226,15226,44374,47215,24764,26225,49294,51658,25288,25363,58560,62326,65320,66422,51337,54734,75000,JNTUH
CMRK,C M R COLLEGE OF ENGG AND TECHNOLOGY,KANDLAKOYA,MDL,COED,PVT,2002,MEC,MECHANICAL ENGINEERING,15739,27965,46613,49076,24462,58907,75587,78857,24415,58276,57192,58448,66944,69413,49047,93455,75000,JNTUH
CMRM,CMR INSTITUTE OF TECHNOLOGY,KANDLAKOYA,MDL,COED,PVT,2005,CIV,CIVIL ENGINEERING,27179,27488,54312,89497,37958,42501,87904,87904,35751,50233,69526,69526,85850,90651,48689,62104,70000,JNTUH
CMRM,CMR INSTITUTE OF TECHNOLOGY,KANDLAKOYA,MDL,COED,PVT,2005,CSE,COMPUTER SCIENCE  AND  ENGINEERING,16356,16356,56906,56906,27385,27805,39162,75691,25351,26687,61830,81410,84205,84205,60503,72139,70000,JNTUH
CMRM,CMR INSTITUTE OF TECHNOLOGY,KANDLAKOYA,MDL,COED,PVT,2005,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,18964,19727,67338,67701,31529,32367,74279,74279,31022,31022,73085,76957,86707,94187,69126,82362,70000,JNTUH
CMRM,CMR INSTITUTE OF TECHNOLOGY,KANDLAKOYA,MDL,COED,PVT,2005,MEC,MECHANICAL ENGINEERING,25339,42077,72324,89679,37717,75747,37442,42077,38658,92698,73936,77775,87248,92936,57731,60566,70000,JNTUH
CMRN,CMR ENGG COLLEGE,KANDLAKOYA,MDL,COED,PVT,2010,CSE,COMPUTER SCIENCE  AND  ENGINEERING,24949,25201,73504,73504,41016,41480,81761,86423,37895,38228,87476,88121,97302,97302,86808,92745,50000,JNTUH
CMRN,CMR ENGG COLLEGE,KANDLAKOYA,MDL,COED,PVT,2010,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,29320,29848,92430,92430,46481,46806,82543,82543,44503,44716,96585,96585,103507,103507,103536,103536,50000,JNTUH
CMRN,CMR ENGG COLLEGE,KANDLAKOYA,MDL,COED,PVT,2010,MEC,MECHANICAL ENGINEERING,46628,73164,93125,93125,68803,73164,59579,73164,59494,73164,96481,97848,103358,103358,94552,96397,50000,JNTUH
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,COED,PVT,2001,CIV,CIVIL ENGINEERING,10633,12828,35267,47409,17265,21109,42999,42999,19164,21775,47878,47878,40681,56696,27268,39039,90000,JNTUH
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,COED,PVT,2001,CSE,COMPUTER SCIENCE  AND  ENGINEERING,4674,5429,20242,24791,8170,10228,16255,43547,8375,13477,15007,29043,38338,46152,31658,44011,90000,JNTUH
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,COED,PVT,2001,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,5875,6423,22515,28487,10915,11685,16362,35308,9287,14476,28880,48211,41649,47821,33161,48595,90000,JNTUH
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,COED,PVT,2001,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,8108,9101,29536,32464,16816,16816,8108,9101,13171,16996,35731,91750,47183,51327,32374,43647,90000,JNTUH
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,COED,PVT,2001,EIE,ELECTRONICS AND INSTRUMENTATION ENGINEERING,14792,15049,64395,65826,24486,27477,28996,28996,23868,27909,76864,76864,94323,102047,65277,83940,90000,JNTUH
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,COED,PVT,2001,INF,INFORMATION TECHNOLOGY,8014,8014,36173,39466,13782,13782,8014,8014,15287,15648,39348,48770,54110,61143,43204,56489,90000,JNTUH
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,COED,PVT,2001,MEC,MECHANICAL ENGINEERING,10082,17806,35873,83574,17300,31874,33896,62318,17969,29443,48019,48046,52369,84531,32428,63646,90000,JNTUH
CVSR,ANURAG GRP OF INSTNS- CVSR COLL OF ENGG,GHATKESAR,MDL,COED,PVT,2002,CHE,CHEMICAL ENGINEERING,25932,25932,72574,83580,42981,42981,91817,91817,44099,86910,61249,99759,94569,101014,45013,45013,93000,JNTUH
CVSR,ANURAG GRP OF INSTNS- CVSR COLL OF ENGG,GHATKESAR,MDL,COED,PVT,2002,CIV,CIVIL ENGINEERING,17466,19057,42832,55226,23447,27698,17466,75662,25341,30191,64993,64993,60792,81160,42354,49307,93000,JNTUH
CVSR,ANURAG GRP OF INSTNS- CVSR COLL OF ENGG,GHATKESAR,MDL,COED,PVT,2002,CSE,COMPUTER SCIENCE  AND  ENGINEERING,8825,8861,36013,39734,15819,16931,41423,41423,14551,15731,34145,64459,60271,60271,47056,68805,93000,JNTUH
CVSR,ANURAG GRP OF INSTNS- CVSR COLL OF ENGG,GHATKESAR,MDL,COED,PVT,2002,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,10279,10421,43051,43051,16971,17759,10279,47628,19518,19518,53163,55906,63612,65529,47135,70685,93000,JNTUH
CVSR,ANURAG GRP OF INSTNS- CVSR COLL OF ENGG,GHATKESAR,MDL,COED,PVT,2002,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,13418,14318,45281,55199,19223,23022,85258,85258,22048,22048,57473,71863,64462,64462,43904,52712,93000,JNTUH
CVSR,ANURAG GRP OF INSTNS- CVSR COLL OF ENGG,GHATKESAR,MDL,COED,PVT,2002,INF,INFORMATION TECHNOLOGY,11535,11607,43919,43919,19217,20378,44736,44736,19694,22147,58950,58950,76890,76890,56776,81908,93000,JNTUH
CVSR,ANURAG GRP OF INSTNS- CVSR COLL OF ENGG,GHATKESAR,MDL,COED,PVT,2002,MEC,MECHANICAL ENGINEERING,16059,28773,48908,53136,24502,47861,68265,68265,25694,44307,75924,75924,71178,102552,45975,80453,93000,JNTUH
DHRU,DHRUVA  INSTITUTE OF ENGG AND TECHNOLOGY,TOOPRANPET,YBG,COED,PVT,2008,CIV,CIVIL ENGINEERING,102367,102367,102367,102367,102367,102367,102367,102367,102367,102367,102367,102367,102367,102367,102367,102367,48000,JNTUH
