State_Name,District_Name,Crop_Year,Season,Crop,Water level(mm),Humidity,Temperature,Area,Type_ of _Soil ,Fertilizers,Cost_ of_ Production,Production
Telangana ,KHAMMAM,2009,Kharif     ,Sesamum,600,75,35,1317,Sandy loam,1,137.9,79
Telangana ,KHAMMAM,2009,Kharif     ,Urad,120,75,35,222,Sandy loam,1,58,334
Telangana ,KHAMMAM,2009,Rabi       ,Arhar/Tur,1000,75,35,1859, clay loams,1,119.9,889
Telangana ,KHAMMAM,2009,Rabi       ,Bajra,400,75,35,28,Sandy soil,1,167.9,12
Telangana ,KHAMMAM,2009,Rabi       ,Dry chillies,500,75,35,10757,Sandy soil,1,160.9,2754
Telangana ,KHAMMAM,2009,Rabi       ,Gram,900,75,35,145,Sandy soil,1,182.5,1259
Telangana ,KHAMMAM,2009,Rabi       ,Groundnut,500,75,35,6254,Sandy loam,1,195.7,618
Telangana ,KHAMMAM,2009,Rabi       ,Horse-gram,800,75,35,30,Sandy  soil,1,178.4,19
Telangana ,KHAMMAM,2009,Rabi       ,Jowar,700,75,35,8142,Clay soil,1,121.8,1354
Telangana ,KHAMMAM,2009,Rabi       ,Maize,650,75,35,21774,Clay soil,1,286,23935
Telangana ,KHAMMAM,2009,Rabi       ,Moong(Green Gram),1500,75,35,7895,Sandy loam,1,167.9,1775
Telangana ,KHAMMAM,2009,Rabi       ,Onion,400,75,35,4,Sandy loam,1,409.1,697
Telangana ,KHAMMAM,2009,Rabi       ,Rice,1700,75,35,54625,Clay Soil,1,213.3,118000
Telangana ,KHAMMAM,2009,Rabi       ,Sesamum,600,75,35,3052,Sandy loam,1,137.9,80
Telangana ,KHAMMAM,2009,Rabi       ,Urad,120,75,35,6924,Sandy loam,1,58,338
Telangana ,KHAMMAM,2009,Whole Year ,Banana,1700,75,35,538,Sandy Soil,1,339.4,836
Telangana ,KHAMMAM,2009,Whole Year ,Cashewnut,2000,75,35,7532,Sandy Soil,1,183.1,8
Telangana ,KHAMMAM,2009,Whole Year ,Coconut ,1700,75,35,751,Sandy Soil ,1,97.7,9222
Telangana ,KHAMMAM,2009,Whole Year ,Coriander,400,75,35,8,well drained soil,1,261.3,49
Telangana ,KHAMMAM,2009,Whole Year ,Sugarcane,2000,75,35,1150,Clay Soil,1,144.3,70949
Telangana ,KHAMMAM,2009,Whole Year ,Sunflower,400,75,35,391,Sandy soil,1,85.6,372
Telangana ,KHAMMAM,2009,Whole Year ,Sweet potato,200,75,35,7,Clay Soil,1,88.1,113
Telangana ,KHAMMAM,2009,Whole Year ,Tobacco,500,75,35,5327,Sandy clay,1,140.9,150
Telangana ,KHAMMAM,2009,Whole Year ,Turmeric,500,75,35,130,Clay soil,1,200.2,2657
Telangana ,KHAMMAM,2010,Kharif     ,Arhar/Tur,1000,75,35,13606, clay loams,1,119.9,5061
Telangana ,KHAMMAM,2010,Kharif     ,Bajra,400,75,35,6,Sandy soil,1,167.9,14
Telangana ,KHAMMAM,2010,Kharif     ,Cotton(lint),1000,75,35,148645,Sandy Soil,1,310.8,103048
Telangana ,KHAMMAM,2010,Kharif     ,Dry chillies,500,75,35,19195,Sandy soil,1,160.9,2887
Telangana ,KHAMMAM,2010,Kharif     ,Groundnut,500,75,35,217,Sandy loam,1,195.7,677
Telangana ,KHAMMAM,2010,Kharif     ,Jowar,700,75,35,138,Clay soil,1,121.8,1386
Telangana ,KHAMMAM,2010,Kharif     ,Maize,650,75,35,13378,Clay soil,1,286,24344
Telangana ,KHAMMAM,2010,Kharif     ,Mesta,300,75,35,28,loamy soil,1,52.2,167
Telangana ,KHAMMAM,2010,Kharif     ,Moong(Green Gram),1500,75,35,13300,Sandy loam,1,167.9,1780
Telangana ,KHAMMAM,2010,Kharif     ,Rice,1700,75,35,167037,Clay Soil,1,213.3,120615
Telangana ,KHAMMAM,2010,Kharif     ,Sesamum,600,75,35,1071,Sandy loam,1,137.9,82
Telangana ,KHAMMAM,2010,Kharif     ,Soyabean,550,75,35,12,loamy soil,1,364.4,73
Telangana ,KHAMMAM,2010,Kharif     ,Urad,120,75,35,506,Sandy loam,1,58,362
Telangana ,KHAMMAM,2010,Rabi       ,Arhar/Tur,1000,75,35,1261, clay loams,1,119.9,469
Telangana ,KHAMMAM,2010,Rabi       ,Dry chillies,500,75,35,9707,Sandy soil,1,160.9,2950
Telangana ,KHAMMAM,2010,Rabi       ,Gram,900,75,35,297,Sandy soil,1,182.5,1346
Telangana ,KHAMMAM,2010,Rabi       ,Groundnut,500,75,35,6187,Sandy loam,1,195.7,846
Telangana ,KHAMMAM,2010,Rabi       ,Horse-gram,800,75,35,63,Sandy  soil,1,178.4,19
Telangana ,KHAMMAM,2010,Rabi       ,Jowar,700,75,35,2376,Clay soil,1,121.8,1530
Telangana ,KHAMMAM,2010,Rabi       ,Maize,650,75,35,21679,Clay soil,1,286,24517
Telangana ,KHAMMAM,2010,Rabi       ,Moong(Green Gram),1500,75,35,7154,Sandy loam,1,167.9,1797
Telangana ,KHAMMAM,2010,Rabi       ,Onion,400,75,35,1,Sandy loam,1,409.1,704
Telangana ,KHAMMAM,2010,Rabi       ,Rice,1700,75,35,51215,Clay Soil,1,213.3,121383
Telangana ,KHAMMAM,2010,Rabi       ,Sesamum,600,75,35,4202,Sandy loam,1,137.9,85
Telangana ,KHAMMAM,2010,Rabi       ,Urad,120,75,35,9169,Sandy loam,1,58,363
Telangana ,KHAMMAM,2010,Whole Year ,Banana,1700,75,35,1020,Sandy Soil,1,339.4,866
Telangana ,KHAMMAM,2010,Whole Year ,Cashewnut,2000,75,35,6564,Sandy Soil,1,183.1,10
Telangana ,KHAMMAM,2010,Whole Year ,Sugarcane,2000,75,35,3049,Clay Soil,1,144.3,82200
Telangana ,KHAMMAM,2010,Whole Year ,Sunflower,400,75,35,249,Sandy soil,1,85.6,385
Telangana ,KHAMMAM,2010,Whole Year ,Tapioca,500,75,35,2,Tapioca,1,140.3,13
Telangana ,KHAMMAM,2010,Whole Year ,Tobacco,500,75,35,4488,Sandy clay,1,140.9,150
Telangana ,KHAMMAM,2010,Whole Year ,Turmeric,500,75,35,395,Clay soil,1,200.2,3416
Telangana ,KHAMMAM,2011,Kharif     ,Arhar/Tur,1000,75,35,5591, clay loams,1,119.9,2119
Telangana ,KHAMMAM,2011,Kharif     ,Bajra,400,75,35,4,Sandy soil,1,167.9,16
Telangana ,KHAMMAM,2011,Kharif     ,Cotton(lint),1000,75,35,171684,Sandy Soil,1,310.8,110511
Telangana ,KHAMMAM,2011,Kharif     ,Dry chillies,500,75,35,22515,Sandy soil,1,160.9,3000
Telangana ,KHAMMAM,2011,Kharif     ,Groundnut,500,75,35,171,Sandy loam,1,195.7,922
Telangana ,KHAMMAM,2011,Kharif     ,Jowar,700,75,35,64,Clay soil,1,121.8,1602
Telangana ,KHAMMAM,2011,Kharif     ,Maize,650,75,35,11359,Clay soil,1,286,25601
Telangana ,KHAMMAM,2011,Kharif     ,Mesta,300,75,35,23,loamy soil,1,52.2,180
Telangana ,KHAMMAM,2011,Kharif     ,Moong(Green Gram),1500,75,35,4589,Sandy loam,1,167.9,1800
Telangana ,KHAMMAM,2011,Kharif     ,other oilseeds,450,75,35,2834,other oilseeds,1,169,2
Telangana ,KHAMMAM,2011,Kharif     ,Rice,1700,75,35,150051,Clay Soil,1,213.3,127744
Telangana ,KHAMMAM,2011,Kharif     ,Sesamum,600,75,35,555,Sandy loam,1,137.9,86
Telangana ,KHAMMAM,2011,Kharif     ,Soyabean,550,75,35,16,loamy soil,1,364.4,78
Telangana ,KHAMMAM,2011,Kharif     ,Urad,120,75,35,239,Sandy loam,1,58,379
Telangana ,KHAMMAM,2011,Rabi       ,Arhar/Tur,1000,75,35,454, clay loams,1,119.9,172
Telangana ,KHAMMAM,2011,Rabi       ,Cowpea(Lobia),450,75,35,2403,Sandy soil,1,178.4,67
Telangana ,KHAMMAM,2011,Rabi       ,Dry chillies,500,75,35,10263,Sandy soil,1,160.9,3000
Telangana ,KHAMMAM,2011,Rabi       ,Gram,900,75,35,253,Sandy soil,1,182.5,1534
Telangana ,KHAMMAM,2011,Rabi       ,Groundnut,500,75,35,5177,Sandy loam,1,195.7,959
Telangana ,KHAMMAM,2011,Rabi       ,Horse-gram,800,75,35,4,Sandy  soil,1,178.4,21
Telangana ,KHAMMAM,2011,Rabi       ,Jowar,700,75,35,1951,Clay soil,1,121.8,1684
Telangana ,KHAMMAM,2011,Rabi       ,Maize,650,75,35,16043,Clay soil,1,286,25994
Telangana ,KHAMMAM,2011,Rabi       ,Moong(Green Gram),1500,75,35,6252,Sandy loam,1,167.9,1895
Telangana ,KHAMMAM,2011,Rabi       ,Rice,1700,75,35,15263,Clay Soil,1,213.3,128000
Telangana ,KHAMMAM,2011,Rabi       ,Sesamum,600,75,35,1860,Sandy loam,1,137.9,89
Telangana ,KHAMMAM,2011,Rabi       ,Urad,120,75,35,7415,Sandy loam,1,58,403
Telangana ,KHAMMAM,2011,Whole Year ,Banana,1700,75,35,991,Sandy Soil,1,339.4,998
Telangana ,KHAMMAM,2011,Whole Year ,Cashewnut,2000,75,35,6581,Sandy Soil,1,183.1,11
Telangana ,KHAMMAM,2011,Whole Year ,Coconut ,1700,75,35,675,Sandy Soil ,1,97.7,9321
Telangana ,KHAMMAM,2011,Whole Year ,Sugarcane,2000,75,35,4680,Clay Soil,1,144.3,84925
Telangana ,KHAMMAM,2011,Whole Year ,Sunflower,400,75,35,128,Sandy soil,1,85.6,386
Telangana ,KHAMMAM,2011,Whole Year ,Sweet potato,200,75,35,12,Clay Soil,1,88.1,116
Telangana ,KHAMMAM,2011,Whole Year ,Tobacco,500,75,35,4875,Sandy clay,1,140.9,157
Telangana ,KHAMMAM,2011,Whole Year ,Turmeric,500,75,35,768,Clay soil,1,200.2,3715
Telangana ,KHAMMAM,2013,Kharif     ,Arhar/Tur,1000,75,35,1981, clay loams,1,119.9,1135
Telangana ,KHAMMAM,2013,Kharif     ,Bajra,400,75,35,2,Sandy soil,1,167.9,17
Telangana ,KHAMMAM,2013,Kharif     ,Banana,1700,75,35,668,Sandy Soil,1,339.4,1188
Telangana ,KHAMMAM,2013,Kharif     ,Cashewnut,2000,75,35,4208,Sandy Soil,1,183.1,17
Telangana ,KHAMMAM,2013,Kharif     ,Cotton(lint),1000,75,35,175049,Sandy Soil,1,310.8,117609
Telangana ,KHAMMAM,2013,Kharif     ,Cowpea(Lobia),450,75,35,15,Sandy soil,1,178.4,78
Telangana ,KHAMMAM,2013,Kharif     ,Dry chillies,500,75,35,19955,Sandy soil,1,160.9,3010
Telangana ,KHAMMAM,2013,Kharif     ,Groundnut,500,75,35,714,Sandy loam,1,195.7,1133
Telangana ,KHAMMAM,2013,Kharif     ,Jowar,700,75,35,358,Clay soil,1,121.8,1799
Telangana ,KHAMMAM,2013,Kharif     ,Maize,650,75,35,18361,Clay soil,1,286,28059
Telangana ,KHAMMAM,2013,Kharif     ,Mesta,300,75,35,7,loamy soil,1,52.2,201
Telangana ,KHAMMAM,2013,Kharif     ,Moong(Green Gram),1500,75,35,5688,Sandy loam,1,167.9,1938
Telangana ,KHAMMAM,2013,Kharif     ,Onion,400,75,35,1,Sandy loam,1,409.1,1586
Telangana ,KHAMMAM,2013,Kharif     ,other oilseeds,450,75,35,3494,other oilseeds,1,169,2
Telangana ,KHAMMAM,2013,Kharif     ,Rice,1700,75,35,148142,Clay Soil,1,213.3,128742
Telangana ,KHAMMAM,2013,Kharif     ,Sesamum,600,75,35,493,Sandy loam,1,137.9,89
Telangana ,KHAMMAM,2013,Kharif     ,Sugarcane,2000,75,35,5140,Clay Soil,1,144.3,86848
Telangana ,KHAMMAM,2013,Kharif     ,Turmeric,500,75,35,252,Clay soil,1,200.2,3974
Telangana ,KHAMMAM,2013,Kharif     ,Urad,120,75,35,28,Sandy loam,1,58,418
Telangana ,KHAMMAM,2013,Rabi       ,Bajra,400,75,35,6,Sandy soil,1,167.9,21
Telangana ,KHAMMAM,2013,Rabi       ,Cowpea(Lobia),450,75,35,2040,Sandy soil,1,178.4,96
Telangana ,KHAMMAM,2013,Rabi       ,Dry chillies,500,75,35,10152,Sandy soil,1,160.9,3063
Telangana ,KHAMMAM,2013,Rabi       ,Gram,900,75,35,86,Sandy soil,1,182.5,1750
Telangana ,KHAMMAM,2013,Rabi       ,Groundnut,500,75,35,5652,Sandy loam,1,195.7,1603
Telangana ,KHAMMAM,2013,Rabi       ,Horse-gram,800,75,35,37,Sandy  soil,1,178.4,21
Telangana ,KHAMMAM,2013,Rabi       ,Jowar,700,75,35,358,Clay soil,1,121.8,1940
Telangana ,KHAMMAM,2013,Rabi       ,Maize,650,75,35,18883,Clay soil,1,286,32242
Telangana ,KHAMMAM,2013,Rabi       ,Moong(Green Gram),1500,75,35,2714,Sandy loam,1,167.9,1964
Telangana ,KHAMMAM,2013,Rabi       ,Rapeseed &Mustard,800,75,35,1,loamy soil,1,152.5,8
Telangana ,KHAMMAM,2013,Rabi       ,Rice,1700,75,35,43642,Clay Soil,1,213.3,129950
Telangana ,KHAMMAM,2013,Rabi       ,Sesamum,600,75,35,3179,Sandy loam,1,137.9,113
Telangana ,KHAMMAM,2013,Rabi       ,Sunflower,400,75,35,132,Sandy soil,1,85.6,392
Telangana ,KHAMMAM,2013,Rabi       ,Tobacco,500,75,35,2572,Sandy clay,1,140.9,242
Telangana ,KHAMMAM,2013,Rabi       ,Urad,120,75,35,2118,Sandy loam,1,58,487
Telangana ,KHAMMAM,2013,Whole Year ,Coconut ,1700,75,35,442,Sandy Soil ,1,97.7,11789
Telangana ,KHAMMAM,2013,Whole Year ,Soyabean,550,75,35,91,loamy soil,1,364.4,83
Telangana ,KHAMMAM,2014,Kharif     ,Arhar/Tur,1000,75,35,1873, clay loams,1,119.9,978
Telangana ,KHAMMAM,2014,Kharif     ,Banana,1700,75,35,358,Sandy Soil,1,339.4,1307
Telangana ,KHAMMAM,2014,Kharif     ,Cashewnut,2000,75,35,4077,Sandy Soil,1,183.1,21
Telangana ,KHAMMAM,2014,Kharif     ,Coconut ,1700,75,35,437,Sandy Soil ,1,97.7,13017
Telangana ,KHAMMAM,2014,Kharif     ,Cotton(lint),1000,75,35,157416,Sandy Soil,1,310.8,124843
Telangana ,KHAMMAM,2014,Kharif     ,Dry chillies,500,75,35,20843,Sandy soil,1,160.9,3070
Telangana ,KHAMMAM,2014,Kharif     ,Groundnut,500,75,35,351,Sandy loam,1,195.7,1792
Telangana ,KHAMMAM,2014,Kharif     ,Jowar,700,75,35,1,Clay soil,1,121.8,2000
Telangana ,KHAMMAM,2014,Kharif     ,Maize,650,75,35,16750,Clay soil,1,286,34009
Telangana ,KHAMMAM,2014,Kharif     ,Mesta,300,75,35,177,loamy soil,1,52.2,219
Telangana ,KHAMMAM,2014,Kharif     ,Moong(Green Gram),1500,75,35,4845,Sandy loam,1,167.9,2000
Telangana ,KHAMMAM,2014,Kharif     ,Onion,400,75,35,1,Sandy loam,1,409.1,1743
Telangana ,KHAMMAM,2014,Kharif     ,other oilseeds,450,75,35,3319,other oilseeds,1,169,47
Telangana ,KHAMMAM,2014,Kharif     ,Rice,1700,75,35,110439,Clay Soil,1,213.3,132716
Telangana ,KHAMMAM,2014,Kharif     ,Sesamum,600,75,35,262,Sandy loam,1,137.9,113
Telangana ,KHAMMAM,2014,Kharif     ,Sugarcane,2000,75,35,5581,Clay Soil,1,144.3,87000
Telangana ,KHAMMAM,2014,Kharif     ,Turmeric,500,75,35,172,Clay soil,1,200.2,4198
Telangana ,KHAMMAM,2014,Kharif     ,Urad,120,75,35,16,Sandy loam,1,58,536
Telangana ,KHAMMAM,2014,Rabi       ,Cowpea(Lobia),450,75,35,1374,Sandy soil,1,178.4,102
Telangana ,KHAMMAM,2014,Rabi       ,Dry chillies,500,75,35,5795,Sandy soil,1,160.9,3100
Telangana ,KHAMMAM,2014,Rabi       ,Gram,900,75,35,18,Sandy soil,1,182.5,1762
Telangana ,KHAMMAM,2014,Rabi       ,Groundnut,500,75,35,4024,Sandy loam,1,195.7,1877
Telangana ,KHAMMAM,2014,Rabi       ,Horse-gram,800,75,35,16,Sandy  soil,1,178.4,25
Telangana ,KHAMMAM,2014,Rabi       ,Jowar,700,75,35,529,Clay soil,1,121.8,2000
Telangana ,KHAMMAM,2014,Rabi       ,Maize,650,75,35,16045,Clay soil,1,286,37334
Telangana ,KHAMMAM,2014,Rabi       ,Moong(Green Gram),1500,75,35,6403,Sandy loam,1,167.9,2021
Telangana ,KHAMMAM,2014,Rabi       ,Onion,400,75,35,3,Sandy loam,1,409.1,2063
Telangana ,KHAMMAM,2014,Rabi       ,Rice,1700,75,35,35269,Clay Soil,1,213.3,133049
Telangana ,KHAMMAM,2014,Rabi       ,Sesamum,600,75,35,864,Sandy loam,1,137.9,115
Telangana ,KHAMMAM,2014,Rabi       ,Sunflower,400,75,35,68,Sandy soil,1,85.6,410
Telangana ,KHAMMAM,2014,Rabi       ,Sweet potato,200,75,35,16,Clay Soil,1,88.1,124
Telangana ,KHAMMAM,2014,Rabi       ,Tobacco,500,75,35,2256,Sandy clay,1,140.9,246
Telangana ,KHAMMAM,2014,Rabi       ,Urad,120,75,35,2025,Sandy loam,1,58,560
Telangana ,MAHBUBNAGAR,2004,Kharif     ,Arhar/Tur,1000,86,32,52383, clay loams,0,119.9,19329
Telangana ,MAHBUBNAGAR,2004,Kharif     ,Bajra,400,86,32,8405,Sandy soil,1,167.9,23
Telangana ,MAHBUBNAGAR,2004,Kharif     ,Castor seed,500,86,32,138881,well drained soil,1,220.9,110
Telangana ,MAHBUBNAGAR,2004,Kharif     ,Cotton(lint),1000,86,32,50841,Sandy Soil,1,310.8,127733
Telangana ,MAHBUBNAGAR,2004,Kharif     ,Dry chillies,500,86,32,8389,Sandy soil,1,160.9,3130
Telangana ,MAHBUBNAGAR,2004,Kharif     ,Groundnut,500,86,32,39789,Sandy loam,1,195.7,1980
Telangana ,MAHBUBNAGAR,2004,Kharif     ,Horse-gram,800,86,32,4976,Sandy  soil,1,178.4,25
Telangana ,MAHBUBNAGAR,2004,Kharif     ,Jowar,700,86,32,69920,Clay soil,1,121.8,2134
Telangana ,MAHBUBNAGAR,2004,Kharif     ,Maize,650,86,32,90222,Clay soil,1,286,43105
Telangana ,MAHBUBNAGAR,2004,Kharif     ,Mesta,300,86,32,32,loamy soil,1,52.2,251
Telangana ,MAHBUBNAGAR,2004,Kharif     ,Moong(Green Gram),1500,86,32,29662,Sandy loam,1,167.9,2031
Telangana ,MAHBUBNAGAR,2004,Kharif     ,Onion,400,86,32,2120,Sandy loam,1,409.1,2301
Telangana ,MAHBUBNAGAR,2004,Kharif     ,Other Kharif pulses,900,86,32,601,Sandy soil,1,179.5,101
Telangana ,MAHBUBNAGAR,2004,Kharif     ,Ragi,450,86,32,4604,well drained soil,1,85.2,9
Telangana ,MAHBUBNAGAR,2004,Kharif     ,Rice,1700,86,32,58491,Clay Soil,1,213.3,133272
Telangana ,MAHBUBNAGAR,2004,Kharif     ,Sesamum,600,86,32,817,Sandy loam,1,137.9,116
Telangana ,MAHBUBNAGAR,2004,Kharif     ,Small millets,800,86,32,1441,Sandy soils,1,82,4
Telangana ,MAHBUBNAGAR,2004,Kharif     ,Sunflower,400,86,32,46549,Sandy soil,1,85.6,466
Telangana ,MAHBUBNAGAR,2004,Kharif     ,Urad,120,86,32,3162,Sandy loam,1,58,571
Telangana ,MAHBUBNAGAR,2004,Rabi       ,Dry chillies,500,86,32,1380,Sandy soil,1,160.9,3295
Telangana ,MAHBUBNAGAR,2004,Rabi       ,Gram,900,86,32,12290,Sandy soil,1,182.5,2121
Telangana ,MAHBUBNAGAR,2004,Rabi       ,Groundnut,500,86,32,36604,Sandy loam,1,195.7,2225
Telangana ,MAHBUBNAGAR,2004,Rabi       ,Horse-gram,800,86,32,692,Sandy  soil,1,178.4,31
Telangana ,MAHBUBNAGAR,2004,Rabi       ,Jowar,700,86,32,25861,Clay soil,1,121.8,2184
Telangana ,MAHBUBNAGAR,2004,Rabi       ,Maize,650,86,32,2312,Clay soil,1,286,43156
Telangana ,MAHBUBNAGAR,2004,Rabi       ,Onion,400,86,32,415,Sandy loam,1,409.1,2740
Telangana ,MAHBUBNAGAR,2004,Rabi       ,Other  Rabi pulses,800,86,32,10,Sandy  soil,1,239.3,94
Telangana ,MAHBUBNAGAR,2004,Rabi       ,Ragi,450,86,32,507,well drained soil,1,85.2,9
Telangana ,MAHBUBNAGAR,2004,Rabi       ,Rice,1700,86,32,25314,Clay Soil,1,213.3,135422
Telangana ,MAHBUBNAGAR,2004,Rabi       ,Safflower,100,86,32,609,well drained soil,1,42.1,76
Telangana ,MAHBUBNAGAR,2004,Rabi       ,Sesamum,600,86,32,69,Sandy loam,1,137.9,116
Telangana ,MAHBUBNAGAR,2004,Rabi       ,Sunflower,400,86,32,26403,Sandy soil,1,85.6,494
Telangana ,MAHBUBNAGAR,2004,Rabi       ,Wheat,500,86,32,297,Clay loam,1,140.1,83
Telangana ,MAHBUBNAGAR,2004,Whole Year ,Cashewnut,2000,86,32,3,Sandy Soil,1,183.1,23
Telangana ,MAHBUBNAGAR,2004,Whole Year ,Coconut ,1700,86,32,12,Sandy Soil ,1,97.7,14606
Telangana ,MAHBUBNAGAR,2004,Whole Year ,Coriander,400,86,32,445,well drained soil,1,261.3,56
Telangana ,MAHBUBNAGAR,2004,Whole Year ,Sugarcane,2000,86,32,6,Clay Soil,1,144.3,91608
Telangana ,MAHBUBNAGAR,2004,Whole Year ,Sweet potato,200,86,32,16,Clay Soil,1,88.1,126
Telangana ,MAHBUBNAGAR,2004,Whole Year ,Tobacco,500,86,32,813,Sandy clay,1,140.9,261
Telangana ,MAHBUBNAGAR,2004,Whole Year ,Turmeric,500,86,32,57,Clay soil,1,200.2,4209
Telangana ,MAHBUBNAGAR,2005,Kharif     ,Arhar/Tur,1000,86,32,61398, clay loams,0,119.9,45435
Telangana ,MAHBUBNAGAR,2005,Kharif     ,Bajra,400,86,32,8628,Sandy soil,1,167.9,46
Telangana ,MAHBUBNAGAR,2005,Kharif     ,Castor seed,500,86,32,179190,well drained soil,1,220.9,121
Telangana ,MAHBUBNAGAR,2005,Kharif     ,Cotton(lint),1000,86,32,47634,Sandy Soil,1,310.8,130915
Telangana ,MAHBUBNAGAR,2005,Kharif     ,Dry chillies,500,86,32,6214,Sandy soil,1,160.9,3373
Telangana ,MAHBUBNAGAR,2005,Kharif     ,Groundnut,500,86,32,35792,Sandy loam,1,195.7,2362
Telangana ,MAHBUBNAGAR,2005,Kharif     ,Horse-gram,800,86,32,5080,Sandy  soil,1,178.4,40
Telangana ,MAHBUBNAGAR,2005,Kharif     ,Jowar,700,86,32,63340,Clay soil,1,121.8,2227
Telangana ,MAHBUBNAGAR,2005,Kharif     ,Maize,650,86,32,103224,Clay soil,1,286,46039
Telangana ,MAHBUBNAGAR,2005,Kharif     ,Mesta,300,86,32,16,loamy soil,1,52.2,274
Telangana ,MAHBUBNAGAR,2005,Kharif     ,Moong(Green Gram),1500,86,32,25388,Sandy loam,1,167.9,2033
Telangana ,MAHBUBNAGAR,2005,Kharif     ,Onion,400,86,32,1854,Sandy loam,1,409.1,2755
Telangana ,MAHBUBNAGAR,2005,Kharif     ,Other Kharif pulses,900,86,32,696,Sandy soil,1,179.5,108
Telangana ,MAHBUBNAGAR,2005,Kharif     ,Ragi,450,86,32,6821,well drained soil,1,85.2,10
Telangana ,MAHBUBNAGAR,2005,Kharif     ,Rice,1700,86,32,73651,Clay Soil,1,213.3,135640
Telangana ,MAHBUBNAGAR,2005,Kharif     ,Sesamum,600,86,32,734,Sandy loam,1,137.9,120
Telangana ,MAHBUBNAGAR,2005,Kharif     ,Small millets,800,86,32,1277,Sandy soils,1,82,8
Telangana ,MAHBUBNAGAR,2005,Kharif     ,Soyabean,550,86,32,3,loamy soil,1,364.4,90
Telangana ,MAHBUBNAGAR,2005,Kharif     ,Urad,120,86,32,3162,Sandy loam,1,58,576
Telangana ,MAHBUBNAGAR,2005,Rabi       ,Dry chillies,500,86,32,1522,Sandy soil,1,160.9,3498
Telangana ,MAHBUBNAGAR,2005,Rabi       ,Gram,900,86,32,12757,Sandy soil,1,182.5,2175
Telangana ,MAHBUBNAGAR,2005,Rabi       ,Groundnut,500,86,32,52654,Sandy loam,1,195.7,2468
Telangana ,MAHBUBNAGAR,2005,Rabi       ,Horse-gram,800,86,32,432,Sandy  soil,1,178.4,46
Telangana ,MAHBUBNAGAR,2005,Rabi       ,Jowar,700,86,32,25912,Clay soil,1,121.8,2294
Telangana ,MAHBUBNAGAR,2005,Rabi       ,Maize,650,86,32,1832,Clay soil,1,286,46045
Telangana ,MAHBUBNAGAR,2005,Rabi       ,Onion,400,86,32,649,Sandy loam,1,409.1,2831
Telangana ,MAHBUBNAGAR,2005,Rabi       ,Other  Rabi pulses,800,86,32,31,Sandy  soil,1,239.3,95
Telangana ,MAHBUBNAGAR,2005,Rabi       ,Ragi,450,86,32,399,well drained soil,1,85.2,11
Telangana ,MAHBUBNAGAR,2005,Rabi       ,Rice,1700,86,32,54500,Clay Soil,1,213.3,135740
Telangana ,MAHBUBNAGAR,2005,Rabi       ,Safflower,100,86,32,660,well drained soil,1,42.1,76
Telangana ,MAHBUBNAGAR,2005,Rabi       ,Wheat,500,86,32,172,Clay loam,1,140.1,142
Telangana ,MAHBUBNAGAR,2005,Whole Year ,Cashewnut,2000,86,32,3,Sandy Soil,1,183.1,1063
Telangana ,MAHBUBNAGAR,2005,Whole Year ,Coconut ,1700,86,32,13,Sandy Soil ,1,97.7,22344
Telangana ,MAHBUBNAGAR,2005,Whole Year ,Coriander,400,86,32,440,well drained soil,1,261.3,56
Telangana ,MAHBUBNAGAR,2005,Whole Year ,Potato,600,86,32,11,Sandy loam soil,1,259.1,29
Telangana ,MAHBUBNAGAR,2005,Whole Year ,Sugarcane,2000,86,32,10,Clay Soil,1,144.3,103000
Telangana ,MAHBUBNAGAR,2005,Whole Year ,Sunflower,400,86,32,34686,Sandy soil,1,85.6,521
Telangana ,MAHBUBNAGAR,2005,Whole Year ,Sweet potato,200,86,32,10,Clay Soil,1,88.1,126
Telangana ,MAHBUBNAGAR,2005,Whole Year ,Tobacco,500,86,32,2120,Sandy clay,1,140.9,291
Telangana ,MAHBUBNAGAR,2005,Whole Year ,Turmeric,500,86,32,31,Clay soil,1,200.2,5594
Telangana ,MAHBUBNAGAR,2006,Kharif     ,Arhar/Tur,1000,86,32,66732, clay loams,0,119.9,13880
Telangana ,MAHBUBNAGAR,2006,Kharif     ,Bajra,400,86,32,6344,Sandy soil,1,167.9,48
Telangana ,MAHBUBNAGAR,2006,Kharif     ,Castor seed,500,86,32,121181,well drained soil,1,220.9,122
Telangana ,MAHBUBNAGAR,2006,Kharif     ,Cotton(lint),1000,86,32,46844,Sandy Soil,1,310.8,131108
Telangana ,MAHBUBNAGAR,2006,Kharif     ,Dry chillies,500,86,32,6150,Sandy soil,1,160.9,3531
Telangana ,MAHBUBNAGAR,2006,Kharif     ,Groundnut,500,86,32,38095,Sandy loam,1,195.7,2477
Telangana ,MAHBUBNAGAR,2006,Kharif     ,Horse-gram,800,86,32,2790,Sandy  soil,1,178.4,46
Telangana ,MAHBUBNAGAR,2006,Kharif     ,Jowar,700,86,32,58109,Clay soil,1,121.8,2343
Telangana ,MAHBUBNAGAR,2006,Kharif     ,Maize,650,86,32,130209,Clay soil,1,286,47621
Telangana ,MAHBUBNAGAR,2006,Kharif     ,Moong(Green Gram),1500,86,32,33565,Sandy loam,1,167.9,2083
Telangana ,MAHBUBNAGAR,2006,Kharif     ,Onion,400,86,32,1776,Sandy loam,1,409.1,3493
